Name,GW24,GW24*,GW25,GW25*,GW26,GW27,GW28,GW29,GW30,GW31,GW32,GW33,GW34,GW35,GW36,GW37,GW38
Sebastien Haller,24.003815408983996,,23.885758701617757,,11.714479134030672,26.13536490881304,20.36133117723826,18.31099000953059,20.142633633298267,18.65060225416157,25.895095332303246,15.006744310295725,26.473452936717806,23.366676527229014,18.278584255319092,30.77332902750092,20.4024879729285
Nicolas Pepe,25.352507506779038,,11.363584217007478,,18.091943055102938,25.680468462951385,23.170285890428723,18.197948472970076,14.647736496470529,23.284806333138093,22.396648093120604,22.666752277305605,25.119434953043193,29.851546282226018,14.557233048266811,22.569439683236936,17.731068464630688
Edinson Cavani,30.21809411109059,,25.42787707718954,,14.735981650354967,11.503117931056451,18.421401504162905,22.846570356347364,17.94878866537718,23.454794368047015,25.99579953057265,25.66381153421616,14.827596392497368,22.54826768301988,18.314094443312197,22.67165705429007,19.77920550072042
Gabriel Teodoro Martinelli Silva,25.079630456914476,,11.241274369108002,,17.897213754820747,25.404061465677596,22.920896781418186,18.00207820287693,14.490078279772177,23.034184604413415,22.15558589219743,22.422782859693243,24.849066536727044,29.53024465629371,14.4005489487812,22.326517671825993,17.540223371604636
Willian Jose Da Silva,19.036421819110327,,24.38544904232707,,24.16126692224405,21.42509626225813,14.089006060824818,10.930126094546361,17.503797012735195,21.54233937797624,22.39661927505065,24.70090009514602,28.712874279013434,17.054725904120115,22.286467156202157,21.802140575857813,18.998020712121708
Ferran Torres,22.36376167682479,21.877755342099,17.144216424330146,,17.56450414902973,19.063910154958485,21.617053094764117,18.85914798629228,17.462188626776634,24.470023307987198,21.499403353340718,,21.783830058993008,14.05051677415504,24.245063673487802,17.11387556000187,21.877755342099
David McGoldrick,17.27215993084908,,21.257258110929772,,13.90255872895558,18.784502695703925,17.17154735170824,21.14156653589603,24.062743388660188,16.858867489662526,18.545255671039516,16.829031619735783,21.991538449370296,21.421259233563347,21.513621220989368,23.841527990144453,24.37401990944476
Fabio Silva,18.138378578945726,,23.23506543142936,,23.021459103342302,20.41436730011245,13.424357169673428,10.414497372582435,16.678055351100024,20.52607947159498,21.340058712691803,23.535635080154684,27.358344373289317,16.250169172997474,21.23510302028635,20.77362454740901,18.101789044261697
Theo Walcott,17.758217050568945,,13.23029686863172,23.041549143766453,20.600608692748242,21.162325236847895,16.11482750927231,21.058243681682267,23.339615458779328,27.130486816556942,20.512166438350285,,16.44280728045982,13.312550651572467,20.355125328541703,23.041549143766453,16.53914998126123
Mason Greenwood,28.123324918679618,,23.665173799680044,,13.714458576543118,10.70570241669403,17.144398917233016,21.262807609471764,16.704548396646,21.828868508001236,24.19372691181179,23.88475288266518,13.799722430416224,20.985183780011898,17.044530562621418,21.10001959219072,18.408077653247467
Mason Mount,23.837014009280047,,18.78094617509204,,18.74306042480397,21.509547988998712,24.05818752448712,13.89992651997574,28.32753715432947,21.41720348871714,16.825845333742315,17.26888974617606,21.2532334168589,10.783439861716507,16.85567555476325,17.168296216286475,21.137563746023417
Oliver Burke,16.717452436391806,,20.574566401673128,,13.456068333431261,18.181225255784593,16.620071100587612,20.46259034247375,23.289951557856664,16.317433170965927,17.94966181662074,16.288555500865858,21.28526481356849,20.7333005135687,20.822696231180565,23.075840646558355,23.591231215503154
Jayden Bogle,16.697457882692156,,20.549958628788442,,13.43997448887554,18.159479987713073,16.60019301776506,20.438116496174903,23.262096106264526,16.2979170518073,17.92819350507934,16.269073920230834,21.25980702495234,20.708502890122972,20.797791687886665,23.04824127777129,23.56301542477942
Aaron Connolly,20.610911886493703,,20.883584279862898,,27.62174388990791,16.740540433458133,18.31301049689921,23.243104138470795,18.27606868703297,20.973627975596937,13.469860462281728,21.54551563189863,23.45876701657408,18.079768587597385,16.838627630536166,10.514765632106286,16.435708855610624
Jack Harrison,15.90300524074576,,17.49377876707038,17.719460989758467,19.942884278798015,16.292864871719228,13.033284016262892,20.05201638540007,20.84719624926234,10.173967817367204,13.11431295500277,17.68371651405215,15.87486100175117,20.744664576481497,22.99206435993529,17.719460989758467,26.726485708572916
Leandro Trossard,20.338302878299157,,20.607368786369314,,27.256406526481214,16.51912266459191,18.07079454565411,22.935680594988312,18.03434134445322,20.69622152448229,13.291702148794014,21.260545142490017,23.148491020777605,17.840637596683703,16.615912517153635,10.375692705777151,16.2183229235967
James Rodriguez,19.726938570126766,10.009030228689651,12.901707293692484,,17.43219792575233,12.821991973985881,22.619323289556306,26.293203218817823,19.87913317842203,15.617502089159514,20.40835773783308,15.645190061435132,19.61957568344297,16.028729394506172,20.509227195126797,17.210174401645347,10.009030228689651
Pablo Fornals,20.49128977230839,,20.390508535701283,,10.000276305126073,22.310925431090723,17.381817440012814,15.631506737995577,17.195122338879465,15.921422853262522,22.105814975446687,12.810777826849893,22.59954037127027,19.94738467935557,15.603842981691674,26.270207115702917,17.416951680641613
Bernardo Mota Veiga de Carvalho e Silva,20.17190029243412,19.733527201750572,15.463920126723524,,15.843015656325758,17.195465610253457,19.49837625464034,17.010772081960425,15.750728028551732,22.07172824747876,19.39225730704474,,19.648807489873292,12.67343247174459,21.8688167971369,15.436552955723375,19.733527201750572
Ruben Loftus-Cheek,19.802585676322167,22.435489245402135,20.342542536638465,,19.717569483536604,12.796851237747259,9.927683829354578,22.148969374639975,19.460121490392844,17.07030213754831,15.518036895810491,,12.717783788421883,22.435489245402135,17.290521209691306,17.255642010166753,21.945347825434872
Ayoze Perez,12.620906694309031,,19.19256331320782,,15.304678635566187,15.277593281148322,20.062851908648355,22.1270225891319,9.791187611159707,15.679870385471537,25.72094196257583,19.446471641103372,17.052792974555267,21.64362014789887,17.018393330877835,12.542926347272644,19.964177835533086
Antwoine Hackford,14.760252075198997,,18.165793357696614,,11.880695416855998,16.052653287481164,14.674271686179884,18.066926926554732,20.563274046756266,14.40706517575439,15.848200201913052,14.381568366857028,18.793286556731147,18.305943629601153,18.384873318883354,20.374230229533616,20.829281305273202
Leander Dendoncker,15.72300275637709,,20.140995306329085,,19.955833613365478,17.695912119837267,11.636718456542114,9.027663094730334,14.457141751398883,17.792748271563617,18.498334925612987,20.401539951751644,23.71520266372916,14.086234532297652,18.407355534384273,18.007329298881537,15.69128562398912
Karlan Grant,16.570484876797703,,21.544659713353717,,14.875501082690995,21.073979979602033,18.93465839993941,19.016298917052943,12.212808066385662,16.60397915350418,15.17825725172807,18.687432705616523,16.39250415869507,14.901873575501442,12.288736042436692,15.26719062375803,21.26951647715485
Matej Vydra,16.6325615929338,16.505222730928935,21.99911425148099,,17.07535555190039,13.090087228372369,16.70427616526399,13.332867870147007,14.585248918952288,18.511782077890896,14.555826913624058,14.399485288986872,13.410988623989619,16.505222730928935,18.683545030806076,10.794657860095747,17.15975145821207
Callum Hudson-Odoi,20.52332132619482,,16.170120679180876,,16.137501600862453,18.519407035947005,20.71374849629556,11.967633960734295,24.389596246060414,18.4398997683317,14.486807375907526,14.868262151854426,18.298723928467034,9.284384411468073,14.51249076104149,14.78165259008396,18.199134029273804
Kelechi Iheanacho,11.89541362546743,,18.089308848668082,,14.424913136946493,14.399384741737125,18.9095702662539,20.855085325721554,9.228356515131782,14.778537576306269,24.2424138686838,18.328621653716418,16.072539859063237,20.399470517268806,16.040117625065086,11.82191585663648,18.816568317800783
Hakim Ziyech,20.25114486223212,,15.955675551203843,,15.923489061025192,18.273806109975215,20.43904662267929,11.80892142870006,24.06614596439192,18.195353252930932,14.294686035359653,14.671082029132421,18.056049660753697,9.161256635070668,14.320028812224749,14.58562106723492,17.95778050425011
Naby Keita,13.61099787127149,,17.052735356030524,,17.51771208145162,16.849529571844364,14.69986543965087,10.951751695663027,13.363152709183035,16.75782684120188,19.073292716828117,18.897946706557782,14.85946842535903,14.889504187791486,22.458026297343377,19.320025522847146,16.979524783419144
Helder Wander Sousa de Azevedo e Costa,13.654340842542194,,15.020181047139307,15.213952095066164,17.122986203160853,13.989074825300401,11.190394492215196,17.21668717086167,17.89942962915395,8.73538191029813,11.259966043687056,15.183261842051502,13.630176162585887,17.811395802458186,19.741016159628778,15.213952095066164,22.94739515353855
Mbaye Diagne,15.869679544036241,,20.63348466133151,,14.246380657805554,20.182711096282095,18.13386652937234,18.212054274271427,11.696299280761686,15.901757267883378,14.536332546257894,17.89709659939584,15.699226055058308,14.271637794985965,11.769016081586523,14.621504713842574,20.369977888919617
Jannik Vestergaard,14.61277412250219,,10.886866579253198,18.9602904453522,16.951704146646893,17.413926055323127,13.260471687304687,17.328280055410914,19.205561449890922,22.324970719465803,16.87892731985612,,13.530357695537674,10.954551074121783,16.74970228228365,18.9602904453522,13.609635593828578
Said Benrahma,17.912404148310358,,17.824306509716976,,8.741713809262615,19.50303361502324,15.194267529143653,13.664238281203655,15.031068524045914,13.917667649655977,19.32373687883121,11.198505923177807,19.755325564880042,17.436951019124642,13.640056085320333,22.964028723667752,15.224980028189833
Bobby Decordova-Reid,17.596410747006477,19.935986669871266,18.076211862633023,,17.520866074565536,11.371174165249732,8.821656185869456,19.681387527339158,17.292099957483824,15.168526620589786,13.789196808393617,,11.300915496114873,19.935986669871266,15.36421143221447,15.333218069459084,19.500451134722564
Solomon March,17.050739925742107,,17.276312966366014,,22.85057419855851,13.848906963418349,15.149760522950505,19.228267333077497,15.119199759997159,17.350803199809775,11.143179343215046,17.823907337464757,19.406678247957288,14.956807044851606,13.930051325037715,8.69852509003546,13.596729670940695
Stuart Dallas,12.902672262379445,,14.193323252121163,14.376427244775895,16.18036942832722,13.21897921006847,10.574365638356706,16.268912177541793,16.914069807671407,8.254500980679365,10.640107290610608,14.347426483709206,12.879837842952176,16.830882224546222,18.65427738850877,14.376427244775895,21.68414589585542
Andy Carroll,11.2053905573675,,15.20360868361873,,15.040309346792997,22.97814658352947,17.145932437708993,13.648441739363696,17.835264563482916,19.76747077342353,14.00782135632275,11.275055340540828,13.672638802013504,13.926223974151307,8.74708805312877,17.923416362874068,17.23975897254844
Paul Pogba,22.065084350091198,,18.56729449876243,,10.760131889891172,8.399512772205298,13.451204981424345,16.682438679614798,13.10610571360137,17.126560472093363,18.981988317377876,18.739572527821668,10.827028465355275,16.46461972569166,13.372849962066514,16.554717958722915,14.4426659122425
Timothy Fosu-Mensah,21.522149958073467,,18.11042687069655,,10.495367632797157,8.192834008242015,13.120224066843553,16.271949892978803,12.783616326095137,16.705143605983242,18.514916715798403,18.27846581933891,10.560618148316445,16.059490601381984,13.043797054382122,16.147371873508103,14.08728906836716
Jordan Ayew,18.7694617844539,,12.959366859858802,,16.369367680739618,16.934807719052493,21.818038793156212,14.436017406770702,16.56678269948024,10.639659077131629,14.465197238571456,13.223124580813982,8.3054699723742,17.018508959786217,16.280278207421443,12.982342274766825,10.705806663764312
Lewis Dunk,15.781134405908489,,15.989911179698872,,21.14911049315894,12.81771132023849,14.021702757254554,17.796522174261515,13.993417562018788,16.058854837922688,10.313453356879233,16.49673143546863,17.96164853472804,13.843116679158959,12.892813637356326,8.050829123947373,12.58431125877255
Romain Saiss,13.443903104936885,,17.221493472387376,,17.06317156037606,15.130832931774423,9.949938813419799,7.719074389931277,12.361532710494087,15.213632372888556,15.816941979593865,17.444271336249948,20.277608015797348,12.044389681787559,15.739150342768712,15.397109192432449,13.416783472561486
Ruben Diogo da Silva Neves,13.372302920758065,,17.129774416185278,,16.97229570260905,15.050248415786937,9.89694695190101,7.677963773193335,12.295697066492842,15.132606879664966,15.732703351120803,17.351365799011873,20.169612558131202,11.980243093344743,15.655326020727404,15.315106529560332,13.345327723421939
Carlos Vinicius Alves Morais,8.41218006836863,,13.47149072916643,,19.010615033510838,16.70759744741625,13.149141624470202,14.651048561981284,18.59529581559427,14.621493822720398,16.779635551644013,,17.237165668054555,18.767833656963543,14.464446881146293,16.489450000963352,13.393017542688314
