,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
24,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
25,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
26,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
27,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
28,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
29,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
30,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0
31,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1.0,0.0,1.0,0.0,1.0,0.0,,
32,1,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1.0,0.0,1.0,0.0,,,,
33,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
34,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
35,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
36,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
37,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
38,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
39,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
40,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
41,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
42,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
43,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
44,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
45,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
46,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
47,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
48,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
49,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
50,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
51,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
52,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
53,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
54,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
55,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
56,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
57,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
58,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
59,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
60,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
61,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,
62,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,,
63,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0.0,1.0,1.0,0.0,1.0,0.0,,
64,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
65,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
66,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
67,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
68,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
69,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
70,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
71,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
72,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
73,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
74,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
75,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
76,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
77,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
78,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
79,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
80,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
81,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
82,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
83,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
84,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
85,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
86,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
87,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
88,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
89,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
90,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
91,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
92,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,0.0,1.0,,
93,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,0.0,,,,
94,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,1.0,,,,,
95,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,,,,,,
96,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
97,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
98,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
99,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
100,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
101,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
102,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
103,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
104,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
105,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
106,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
107,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
108,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
109,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
110,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
111,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
112,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
113,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
114,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
115,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
116,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
117,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
118,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
119,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
120,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,0.0,
121,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,0.0,1.0,,
122,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,1.0,0.0,,,,
123,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,,,,,,
124,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0.0,1.0,,,,,,
125,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
126,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
127,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
128,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
129,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
130,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
131,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
132,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
133,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
134,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
135,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
136,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
137,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
138,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
139,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
140,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
141,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
142,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
143,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
144,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
145,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
146,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
147,0,1,1,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,0,0,1,1,0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
