,GW47,GW46,GW45,GW44,GW43,GW42,GW41,GW40,GW39*,GW39,GW38,GW37,GW36,GW35,GW34,GW33,GW32,GW31,GW30,GW29,GW28,GW27,GW26,GW25,GW24*,GW24,GW23,GW22,GW21,GW20,GW19,GW18,GW17,GW16,GW15,GW14,GW13,GW12,GW11,GW10,GW9,GW8,GW7,GW6,GW5,GW4,GW3,GW2,GW1
60,0,1,0,1,1,0,1,0,1,1,,,,,,,,,,0,,0,1,0,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
61,0,1,0,1,1,0,1,0,1,1,,,,,,,,,,0,,0,1,0,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
62,0,1,0,1,1,0,1,0,1,1,,,,,,,,,,0,,0,1,0,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
63,0,1,0,1,1,0,1,0,1,1,,,,,,,,,,0,,0,1,0,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
64,0,1,0,1,1,0,1,0,1,1,,,,,,,,,,0,,0,1,0,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,0
65,0,1,0,1,1,0,1,0,1,1,,,,,,,,,,0,,0,1,0,,1,0,1,,,,,,,,,,,,,,,,,,,,,
66,0,1,0,1,1,0,1,0,1,1,,,,,,,,,,0,,0,1,0,,1,0,,,,,,,,,,,,,,,,,,,,,,
67,0,1,0,1,1,0,1,0,1,1,,,,,,,,,,0,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,
68,0,1,0,1,1,0,1,0,1,1,,,,,,,,,,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,
69,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
71,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
72,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
73,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
74,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
75,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
76,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
77,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
78,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
79,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
80,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
81,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
82,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
83,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
84,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
85,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
86,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
87,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
88,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
89,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
90,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
91,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
92,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
93,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
94,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
95,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
96,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
97,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
98,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1
99,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,
100,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,1,0,0,,,,,,,,,,,,,
101,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,0,1,,1,0,1,0,0,1,1,0,,,,,,,,,,,,,,,,
102,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
103,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
104,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
105,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
106,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
107,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
108,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
109,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
110,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
111,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
112,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
113,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
114,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
115,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
116,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
117,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
118,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
119,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
120,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
121,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
122,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
123,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
124,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
125,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
126,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
127,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0
128,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,,,
129,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,,,,
130,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,1,,,,
131,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1,0,1,0,,,,,,
132,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,1,0,,0,0,1,0,0,,,,,,,,,,,,,,,,,,,
133,0,1,0,1,1,0,1,0,,1,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
136,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
137,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
138,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
139,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
140,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
141,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
142,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
143,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
144,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
145,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
146,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
147,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
148,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
149,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
150,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
151,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
152,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
153,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
154,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
155,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
156,1,0,1,0,0,1,0,1,,0,,,,,,,,,,1,0,1,0,1,,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1
