team,element_type,web_name,goals_scored,assists,bonus,event_points,total_points,saves,own_goals,clean_sheets,penalties_missed,penalties_saved,yellow_cards,red_cards,minutes,bps,creativity,threat,ict_index,influence,value_season,form,value_form,points_per_game,goals_conceded,in_dreamteam,dreamteam_count,now_cost,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,selected_by_percent,transfers_in_event,transfers_out_event,transfers_in,transfers_out,chance_of_playing_this_round,chance_of_playing_next_round,news_added,news,status,ep_this,ep_next,first_name,second_name,team_code,id,photo,special,squad_number,code,full_name
1,4,Aubameyang,17,3,29,0,152,0,0,7,0,0,3,1,2303,601,383.2,985.0,210.9,742.8,13.7,0.0,0.0,5.8,33,True,3,111,0,0,1,-1,27.5,0,0,3119349,2991458,100.0,100.0,2020-01-08T14:00:18.333339Z,,a,0.0,0.0,Pierre-Emerick,Aubameyang,3,11,54694.jpg,False,,54694,Pierre-Emerick Aubameyang
1,4,Lacazette,7,4,9,0,78,0,0,3,0,0,5,0,1311,277,287.0,666.0,134.0,384.8,8.3,0.0,0.0,3.9,18,False,1,94,0,0,-1,1,2.1,0,0,343024,454696,100.0,100.0,2019-09-01T18:30:14.246208Z,,a,0.0,0.0,Alexandre,Lacazette,3,12,59966.jpg,False,,59966,Alexandre Lacazette
1,4,Nketiah,1,0,1,0,12,0,0,1,0,0,0,0,249,27,28.2,101.0,16.7,37.6,2.7,0.0,0.0,2.4,3,False,0,44,0,0,-1,1,1.3,0,0,129207,141431,100.0,100.0,2019-08-08T15:30:15.638344Z,,a,0.0,0.0,Edward,Nketiah,3,13,205533.jpg,False,,205533,Edward Nketiah
1,1,Leno,0,0,9,0,108,104,0,7,0,1,2,0,2520,560,0.0,0.0,77.6,777.8,21.6,0.0,0.0,3.9,36,False,1,50,0,0,0,0,5.6,0,0,484255,511739,,,,,a,0.0,0.0,Bernd,Leno,3,14,80201.jpg,False,,80201,Bernd Leno
1,3,Özil,1,3,1,0,53,0,0,5,0,0,1,0,1439,256,582.9,190.0,99.8,223.6,7.3,0.0,0.0,2.9,20,False,0,73,0,0,-2,2,1.5,0,0,167616,191897,100.0,100.0,2019-12-20T10:30:11.550604Z,,a,0.0,0.0,Mesut,Özil,3,15,37605.jpg,False,,37605,Mesut Özil
1,3,Mkhitaryan,0,0,0,0,4,0,0,1,0,0,1,0,110,3,33.9,46.0,8.6,5.4,0.6,0.0,0.0,1.3,0,False,0,67,0,0,-3,3,0.7,0,0,23044,116583,0.0,0.0,2019-09-02T23:30:14.832021Z,Joined Roma on loan until the end of the season on 2/9. - Expected back 01 Jul,n,0.0,0.0,Henrikh,Mkhitaryan,3,16,57249.jpg,False,,57249,Henrikh Mkhitaryan
1,3,Xhaka,0,1,0,0,47,0,0,7,0,0,7,0,1904,290,240.6,85.0,66.7,338.6,9.2,0.0,0.0,2.1,25,False,0,51,0,0,-4,4,0.7,0,0,51484,109547,100.0,100.0,2019-12-29T14:30:26.292159Z,,a,0.0,0.0,Granit,Xhaka,3,18,84450.jpg,False,,84450,Granit Xhaka
1,3,Torreira,1,1,0,0,44,0,0,3,0,0,4,0,1365,238,200.7,199.0,67.3,271.8,9.4,0.0,0.0,1.8,20,False,0,47,0,0,-3,3,1.1,0,0,93073,169989,75.0,75.0,2020-03-02T23:00:14.662721Z,Lack of match fitness - 75% chance of playing,d,0.0,0.0,Lucas,Torreira,3,19,198849.jpg,False,,198849,Lucas Torreira
1,3,Elneny,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,6,42,0,0,-3,3,0.5,0,0,123762,121683,0.0,0.0,2019-08-31T11:30:14.714406Z,Joined Besiktas on loan until the end of the season on 31/8. - Expected back 01 Jul,n,0.0,0.0,Mohamed,Elneny,3,20,153256.jpg,False,,153256,Mohamed Elneny
1,3,Guendouzi,0,2,2,0,44,0,0,3,0,0,6,0,1588,252,231.5,146.0,69.8,320.0,10.5,0.0,0.0,2.0,27,False,0,42,0,0,-3,3,5.6,0,0,912736,937030,,,,,a,0.0,0.0,Matteo,Guendouzi,3,21,242166.jpg,False,,242166,Matteo Guendouzi
1,2,David Luiz,2,1,10,0,79,0,0,6,0,0,4,1,2185,413,104.5,171.0,84.6,568.6,13.9,0.0,0.0,3.2,32,False,2,57,0,0,-3,3,5.3,0,0,246873,529230,100.0,100.0,2019-11-28T23:00:21.861570Z,,a,0.0,0.0,David,Luiz Moreira Marinho,3,106,41270.jpg,False,,41270,David Luiz Moreira Marinho
1,1,Martínez,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,42,0,0,-3,3,0.2,0,0,5851,14263,,,,,a,0.0,0.0,Emiliano,Martínez,3,427,98980.jpg,False,,98980,Emiliano Martínez
1,2,Chambers,1,1,5,0,42,0,0,3,0,0,5,0,1102,197,113.5,203.0,58.7,272.0,9.8,0.0,0.0,3.0,15,False,0,43,0,0,-2,2,0.6,0,0,140466,171176,0.0,0.0,2019-12-29T14:30:27.183032Z,Knee injury - Expected back 01 Jul,i,0.0,0.0,Calum,Chambers,3,467,101184.jpg,False,,101184,Calum Chambers
1,3,Ceballos,0,2,3,0,35,0,0,3,0,0,0,0,905,170,247.6,99.0,55.0,203.6,6.7,0.0,0.0,2.5,12,False,1,52,0,0,-3,3,3.0,0,0,1007144,1140239,100.0,100.0,2019-11-06T17:30:16.584319Z,,a,0.0,0.0,Daniel,Ceballos Fernández,3,469,182539.jpg,False,,182539,Daniel Ceballos Fernández
1,2,Cédric,0,1,3,0,43,0,0,3,0,0,1,0,1306,222,197.1,107.0,59.7,291.2,9.0,0.0,0.0,2.7,18,False,0,48,0,0,-2,2,0.2,0,0,21267,33098,100.0,100.0,2020-01-21T22:00:20.334842Z,,a,0.0,0.0,Cédric,Soares,3,486,58822.jpg,False,,58822,Cédric Soares
1,3,Pépé,4,6,8,0,88,0,0,4,0,0,3,0,1587,307,535.3,556.0,153.5,441.4,9.5,0.0,0.0,3.7,25,False,2,93,0,0,-2,2,5.0,0,0,560863,578062,100.0,100.0,2019-12-11T12:30:12.556688Z,,a,0.0,0.0,Nicolas,Pépé,3,488,195735.jpg,False,,195735,Nicolas Pépé
1,3,Nelson,0,1,0,0,19,0,0,2,0,0,1,0,458,60,95.2,130.0,27.9,54.4,3.6,0.0,0.0,1.7,4,False,0,53,0,0,-2,2,0.1,0,0,12026,18281,100.0,100.0,2020-01-18T17:00:23.535651Z,,a,0.0,0.0,Reiss,Nelson,3,489,200641.jpg,False,,200641,Reiss Nelson
1,3,Willock,0,0,0,0,23,0,0,1,0,0,1,0,573,95,132.9,134.0,36.3,94.4,4.9,0.0,0.0,1.2,11,False,0,47,0,0,-3,3,0.2,0,0,25819,31471,100.0,100.0,2019-09-07T11:30:17.190466Z,,a,0.0,0.0,Joseph,Willock,3,490,200089.jpg,False,,200089,Joseph Willock
1,4,Martinelli,3,1,5,0,39,0,0,2,0,0,1,0,656,129,36.6,226.0,42.5,162.8,8.9,0.0,0.0,2.8,9,False,0,44,0,0,-1,1,2.8,0,0,502501,404091,100.0,100.0,2019-12-23T12:00:20.317919Z,,a,0.0,0.0,Gabriel Teodoro,Martinelli Silva,3,504,444145.jpg,False,,444145,Gabriel Teodoro Martinelli Silva
1,2,Tierney,0,0,0,0,5,0,0,0,0,0,1,0,296,51,75.1,31.0,16.3,56.0,0.9,0.0,0.0,1.0,6,False,0,53,0,0,-2,2,0.3,0,0,72106,109884,75.0,75.0,2019-12-09T22:00:21.790216Z,Lack of match fitness - 75% chance of playing,d,0.0,0.0,Kieran,Tierney,3,515,192895.jpg,False,,192895,Kieran Tierney
1,3,Saka,0,4,2,0,43,0,0,4,0,0,4,0,1172,184,211.9,151.0,58.9,225.2,9.1,0.0,0.0,2.4,11,False,0,47,0,0,2,-2,5.0,0,0,522161,154573,100.0,100.0,2020-02-02T17:00:24.409161Z,,a,0.0,0.0,Bukayo,Saka,3,541,223340.jpg,False,,223340,Bukayo Saka
1,3,Smith Rowe,0,0,0,0,4,0,0,1,0,0,0,0,96,13,6.3,0.0,1.6,9.8,0.9,0.0,0.0,2.0,0,False,0,43,0,0,-2,2,0.0,0,0,5549,3200,0.0,0.0,2020-01-10T20:00:21.634861Z,Joined Huddersfield Town on loan until the end of the season on 10/1. - Expected back 01 Jul,n,0.0,0.0,Emile,Smith Rowe,3,576,209289.jpg,False,,209289,Emile Smith Rowe
1,4,John-Jules,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,44,0,0,-1,1,0.0,0,0,610,517,0.0,0.0,2020-01-16T10:30:19.626655Z,Joined Lincoln City on loan until the end of the season on 10/1. - Expected back 01 Jul,n,0.0,0.0,Tyreece,John-Jules,3,585,232233.jpg,False,,232233,Tyreece John-Jules
1,2,Marí,0,0,1,0,7,0,0,1,0,0,0,0,90,28,1.6,0.0,2.8,26.2,1.5,0.0,0.0,7.0,0,False,0,48,0,0,-2,2,0.1,0,0,7267,3105,100.0,100.0,2020-02-14T10:30:20.035710Z,,a,0.0,0.0,Pablo,Marí,3,617,92371.jpg,False,,92371,Pablo Marí
2,2,El Mohamady,0,1,5,0,20,0,0,1,0,0,0,0,763,158,219.6,46.0,44.1,174.4,4.9,0.0,0.0,1.7,26,False,0,41,0,0,-4,4,0.8,0,0,72425,152316,,,,,a,0.0,0.0,Ahmed,El Mohamady,7,22,37339.jpg,False,,37339,Ahmed El Mohamady
2,2,Chester,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,42,0,0,-3,3,0.1,0,0,1899,8061,0.0,0.0,2020-01-31T15:00:12.372885Z,Joined Stoke City on loan until the end of the season on 31/1. - Expected back 01 Jul,n,0.0,0.0,James,Chester,7,23,43252.jpg,False,,43252,James Chester
2,2,Taylor,0,0,0,0,17,0,0,2,0,0,2,0,793,113,31.6,27.0,17.5,115.8,4.0,0.0,0.0,1.7,19,False,0,42,0,0,-3,3,0.2,0,0,21132,27443,,,,,a,0.0,0.0,Neil,Taylor,7,24,47390.jpg,False,,47390,Neil Taylor
2,2,Hause,0,0,0,0,15,0,0,1,0,0,2,0,990,121,21.2,50.0,30.4,232.8,3.4,0.0,0.0,1.4,24,False,0,44,0,0,-1,1,0.1,0,0,2024,4962,100.0,100.0,2019-08-15T13:00:13.496241Z,,a,0.0,0.0,Kortney,Hause,7,25,123354.jpg,False,,123354,Kortney Hause
2,4,Kodjia,0,0,0,0,5,0,0,0,0,0,1,0,111,14,12.2,24.0,3.8,3.4,0.9,0.0,0.0,0.8,6,False,0,54,0,0,-1,1,0.1,0,0,4232,27742,0.0,0.0,2020-01-08T20:30:20.825750Z,Joined Al-Gharafa on a permanent deal on 20/1.,u,0.0,0.0,Jonathan,Kodjia,7,26,54764.jpg,False,,54764,Jonathan Kodjia
2,1,Nyland,0,0,0,0,3,8,0,0,0,0,0,0,177,34,0.0,0.0,5.8,57.0,0.7,0.0,0.0,1.0,8,False,0,43,0,0,-2,2,0.2,0,0,18399,20350,100.0,100.0,2019-07-30T15:00:08.973693Z,,a,0.0,0.0,Ørjan,Nyland,7,27,98770.jpg,False,,98770,Ørjan Nyland
2,3,Hourihane,3,2,6,0,52,0,0,2,0,0,4,0,940,207,267.5,191.0,70.6,248.8,9.1,0.0,0.0,2.9,26,False,2,57,0,0,-3,3,0.1,0,0,17743,28733,100.0,100.0,2019-12-15T13:00:22.404997Z,,a,0.0,0.0,Conor,Hourihane,7,28,85242.jpg,False,,85242,Conor Hourihane
2,3,Grealish,7,7,15,0,118,0,0,4,1,0,7,0,2333,473,909.4,629.0,222.3,687.2,18.4,0.0,0.0,4.5,52,False,3,64,0,0,4,-4,20.0,0,0,2646385,1634083,100.0,100.0,2019-10-26T18:30:22.524063Z,,a,0.0,0.0,Jack,Grealish,7,29,114283.jpg,False,,114283,Jack Grealish
2,3,El Ghazi,4,5,0,0,79,0,0,4,0,0,3,0,1673,240,421.6,586.0,135.9,350.8,14.4,0.0,0.0,3.2,40,False,0,55,0,0,0,0,0.8,0,0,255554,242443,100.0,100.0,2020-02-22T17:30:19.276253Z,,a,0.0,0.0,Anwar,El Ghazi,7,30,193488.jpg,False,,193488,Anwar El Ghazi
2,3,McGinn,3,2,4,0,61,0,0,3,0,0,2,0,1537,253,375.3,375.0,113.5,386.4,11.3,0.0,0.0,3.4,30,False,0,54,0,0,-1,1,2.6,0,0,1283440,1339462,75.0,75.0,2019-12-21T17:00:13.681907Z,Lack of match fitness - 75% chance of playing,d,0.0,0.0,John,McGinn,7,31,122806.jpg,False,,122806,John McGinn
2,3,Green,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,48,0,0,-2,2,0.0,0,0,396,1446,0.0,0.0,2019-08-04T16:30:15.274646Z,Joined Charlton Athletic on loan until the end of the season on 2/1. - Expected back 01 Jul,n,0.0,0.0,Andre,Green,7,32,174597.jpg,False,,174597,Andre Green
2,3,Bjarnason,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,45,0,0,0,0,0.0,0,0,732,7757,0.0,0.0,2019-08-08T15:30:15.672945Z,Left Aston Villa by mutual consent on 8/8.,u,0.0,0.0,Birkir,Bjarnason,7,33,27770.jpg,False,,27770,Birkir Bjarnason
2,3,Davis,0,1,0,0,11,0,0,0,0,0,0,0,129,27,36.2,87.0,14.2,20.2,2.6,0.0,0.0,1.4,3,False,0,43,0,0,-2,2,0.2,0,0,22006,33852,100.0,100.0,2020-02-03T23:00:14.489212Z,,a,0.0,0.0,Keinan,Davis,7,34,221239.jpg,False,,221239,Keinan Davis
2,3,Lansbury,0,0,0,0,11,0,0,0,0,0,0,0,189,34,27.2,13.0,5.5,13.4,2.5,0.0,0.0,1.2,6,False,0,44,0,0,-1,1,0.4,0,0,68901,65313,100.0,100.0,2019-11-08T18:00:15.526636Z,,a,0.0,0.0,Henri,Lansbury,7,35,40564.jpg,False,,40564,Henri Lansbury
2,3,Jota,0,1,0,0,15,0,0,2,0,0,0,0,310,41,56.1,51.0,14.9,42.6,2.6,0.0,0.0,1.9,4,False,0,58,0,0,-2,2,0.1,0,0,14240,27170,100.0,100.0,2019-10-17T13:00:14.384046Z,,a,0.0,0.0,José Ignacio,Peleteiro Romallo,7,36,89274.jpg,False,,89274,José Ignacio Peleteiro Romallo
2,1,Heaton,0,0,3,0,59,67,1,4,0,0,0,0,1794,346,0.3,0.0,50.7,507.4,13.7,0.0,0.0,3.0,35,False,1,43,0,0,-2,2,2.5,0,0,293883,542329,0.0,0.0,2020-01-01T15:00:18.235936Z,Knee injury - Unknown return date,i,0.0,0.0,Tom,Heaton,7,94,21205.jpg,False,,21205,Tom Heaton
2,3,Drinkwater,0,0,0,0,6,0,0,0,0,0,1,0,317,32,21.2,8.0,4.7,18.6,1.4,0.0,0.0,1.2,11,False,0,44,0,0,-1,1,0.6,0,0,23959,137549,100.0,100.0,2020-03-09T22:30:22.759516Z,,a,0.0,0.0,Daniel,Drinkwater,7,120,61603.jpg,False,,61603,Daniel Drinkwater
2,2,Targett,1,3,10,0,60,0,0,3,0,0,3,0,1688,341,386.9,121.0,92.6,417.0,13.6,0.0,0.0,3.0,35,False,1,44,0,0,-1,1,0.8,0,0,156868,186095,100.0,100.0,2019-12-28T17:00:19.505846Z,,a,0.0,0.0,Matt,Targett,7,309,169359.jpg,False,,169359,Matt Targett
2,4,Wesley,5,1,7,0,67,0,0,6,1,0,3,0,1782,180,169.8,632.0,108.3,296.2,12.4,0.0,0.0,3.2,31,False,1,54,0,0,-6,6,0.8,0,0,403278,436010,0.0,0.0,2020-01-01T15:00:18.798443Z,Knee injury - Unknown return date,i,0.0,0.0,Wesley,Moraes,7,428,213345.jpg,False,,213345,Wesley Moraes
2,1,Steer,0,0,0,0,1,0,0,0,0,0,0,0,7,3,0.0,0.0,0.0,0.0,0.2,0.0,0.0,1.0,0,False,0,43,0,0,-2,2,0.1,0,0,1213,6795,0.0,0.0,2019-11-10T16:00:17.790777Z,Achilles injury - Unknown return date,i,0.0,0.0,Jed,Steer,7,429,79852.jpg,False,,79852,Jed Steer
2,2,Mings,2,1,5,0,56,0,0,3,0,0,5,0,2002,378,73.6,108.0,77.1,588.6,12.7,0.0,0.0,2.4,42,False,0,44,0,0,-1,1,2.5,0,0,496353,479894,100.0,100.0,2020-02-16T16:00:24.633178Z,,a,0.0,0.0,Tyrone,Mings,7,445,149484.jpg,False,,149484,Tyrone Mings
2,2,Konsa,0,2,1,0,30,0,0,2,0,0,1,0,1198,198,58.5,113.0,43.3,259.4,7.0,0.0,0.0,2.0,29,False,0,43,0,0,-2,2,0.1,0,0,6693,7709,100.0,100.0,2020-02-01T17:30:19.744514Z,,a,0.0,0.0,Ezri,Konsa Ngoyo,7,452,199798.jpg,False,,199798,Ezri Konsa Ngoyo
2,2,Engels,1,0,4,0,42,0,0,3,0,0,1,0,1446,252,31.9,81.0,44.5,329.6,9.8,0.0,0.0,2.5,32,False,1,43,0,0,-2,2,0.4,0,0,97845,90154,100.0,100.0,2020-01-02T12:30:17.002224Z,,a,0.0,0.0,Bjorn,Engels,7,455,108156.jpg,False,,108156,Bjorn Engels
2,2,Guilbert,0,2,2,0,48,0,0,4,0,0,7,0,1898,302,225.6,55.0,71.4,431.8,10.9,0.0,0.0,2.1,36,False,1,44,0,0,-1,1,0.5,0,0,98122,105934,100.0,100.0,2019-12-01T19:30:19.368861Z,,a,0.0,0.0,Frédéric,Guilbert,7,458,203368.jpg,False,,203368,Frédéric Guilbert
2,3,Trézéguet,3,2,2,0,58,0,0,3,0,0,2,1,1315,170,261.1,589.0,112.4,275.8,11.2,0.0,0.0,2.4,23,False,0,52,0,0,-3,3,1.1,0,0,151457,288341,100.0,100.0,2019-08-31T16:30:09.941826Z,,a,0.0,0.0,Mahmoud Ahmed,Ibrahim Hassan,7,465,148508.jpg,False,,148508,Mahmoud Ahmed Ibrahim Hassan
2,3,Douglas Luiz,3,2,5,0,71,0,0,5,0,0,4,0,1711,295,202.1,338.0,91.7,375.8,16.1,0.0,0.0,2.7,40,False,0,44,0,0,-1,1,3.8,0,0,754468,570713,,,,,a,0.0,0.0,Douglas Luiz,Soares de Paulo,7,470,230046.jpg,False,,230046,Douglas Luiz Soares de Paulo
2,1,Kalinic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,42,0,0,-3,3,0.1,0,0,1763,5338,0.0,0.0,2020-01-20T17:00:23.372293Z,Joined Toulouse on loan until the end of the season on 20/1. - Expected back 01 Jul,n,0.0,0.0,Lovre,Kalinic,7,474,88175.jpg,False,,88175,Lovre Kalinic
2,3,Nakamba,0,0,0,0,35,0,0,1,0,0,4,0,1626,249,156.2,24.0,45.1,271.8,8.0,0.0,0.0,1.7,35,False,0,44,0,0,-1,1,0.7,0,0,125819,106240,100.0,100.0,2020-01-18T19:30:18.468247Z,,a,0.0,0.0,Marvelous,Nakamba,7,491,184704.jpg,False,,184704,Marvelous Nakamba
2,3,Vassilev,0,0,0,0,2,0,0,0,0,0,0,0,36,3,1.3,4.0,0.7,1.2,0.4,0.0,0.0,1.0,0,False,0,45,0,0,0,0,0.0,0,0,667,334,,,,,a,0.0,0.0,Indiana,Vassilev,7,600,223349.jpg,False,,223349,Indiana Vassilev
2,1,Reina,0,0,2,0,19,23,0,0,0,1,1,0,540,110,10.0,0.0,20.8,197.8,4.2,0.0,0.0,3.2,13,False,1,45,0,0,0,0,0.5,0,0,54875,18896,,,,,a,0.0,0.0,José,Reina,7,603,8432.jpg,False,,8432,José Reina
2,4,Samatta,1,0,2,0,14,0,0,0,0,0,0,0,352,41,51.1,160.0,26.3,51.4,2.4,0.0,0.0,3.5,10,False,0,58,0,0,-2,2,0.2,0,0,34395,18777,,,,,a,0.0,0.0,Mbwana,Samatta,7,613,217487.jpg,False,,217487,Mbwana Samatta
2,4,Bastón,0,0,0,0,2,0,0,0,0,0,0,0,16,5,1.7,2.0,0.4,0.2,0.4,0.0,0.0,1.0,2,False,0,55,0,0,0,0,0.0,0,0,426,196,,,,,a,0.0,0.0,Borja,González Tomás,7,623,83091.jpg,False,,83091,Borja González Tomás
3,2,Steve Cook,1,0,5,0,46,0,0,3,0,0,4,1,1848,311,38.3,112.0,63.2,479.2,9.2,0.0,0.0,2.1,36,False,2,50,0,0,0,0,0.2,0,0,41020,48041,75.0,75.0,2020-03-07T15:00:16.074263Z,Hamstring injury - 75% chance of playing,d,0.0,0.0,Steve,Cook,91,58,56917.jpg,False,,56917,Steve Cook
3,2,Aké,2,1,6,0,67,0,0,3,0,0,1,0,2014,403,78.6,296.0,93.3,558.4,14.0,0.0,0.0,2.9,33,False,1,48,0,0,-2,2,6.5,0,0,566855,1307751,100.0,100.0,2020-02-22T17:30:19.367467Z,,a,0.0,0.0,Nathan,Aké,91,59,126184.jpg,False,,126184,Nathan Aké
3,2,Daniels,0,0,0,0,3,0,0,0,0,0,0,0,126,18,29.6,0.0,5.2,22.4,0.7,0.0,0.0,1.5,2,False,0,42,0,0,-3,3,0.1,0,0,3309,17178,0.0,0.0,2019-08-25T15:30:14.994228Z,Knee injury - Unknown return date,i,0.0,0.0,Charlie,Daniels,91,60,41320.jpg,False,,41320,Charlie Daniels
3,2,Mepham,1,0,2,0,26,0,0,1,0,0,1,0,901,161,16.5,136.0,42.2,268.6,6.0,0.0,0.0,2.4,19,False,1,43,0,0,-2,2,0.6,0,0,94670,122273,75.0,75.0,2020-01-10T17:00:16.673521Z,Lack of match fitness - 75% chance of playing,d,0.0,0.0,Chris,Mepham,91,61,223911.jpg,False,,223911,Chris Mepham
3,2,Francis,0,0,1,0,16,0,0,1,0,0,3,1,964,161,64.4,72.0,40.2,263.8,3.6,0.0,0.0,1.1,21,False,0,44,0,0,-1,1,0.0,0,0,4808,4221,100.0,100.0,2020-03-09T10:30:19.638090Z,,a,0.0,0.0,Simon,Francis,91,62,15149.jpg,False,,15149,Simon Francis
3,2,Adam Smith,0,1,3,0,39,0,0,3,0,0,6,0,1557,231,141.5,93.0,47.3,238.8,9.1,0.0,0.0,2.2,27,False,1,43,0,0,-2,2,0.4,0,0,62107,135438,100.0,100.0,2019-11-30T15:00:18.860871Z,,a,0.0,0.0,Adam,Smith,91,63,54469.jpg,False,,54469,Adam Smith
3,2,Kelly,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,False,0,44,0,0,-1,1,0.0,0,0,4973,9229,75.0,75.0,2020-01-31T01:00:23.162332Z,Lack of match fitness - 75% chance of playing,d,0.0,0.0,Lloyd,Kelly,91,64,235530.jpg,False,,235530,Lloyd Kelly
3,2,Rico,0,3,5,0,61,0,0,5,0,0,6,0,1793,335,402.8,73.0,91.1,431.4,14.5,0.0,0.0,2.9,27,False,1,42,0,0,2,-2,9.3,0,0,1340333,1079301,100.0,100.0,2019-12-21T17:00:13.810253Z,,a,0.0,0.0,Diego,Rico,91,65,171129.jpg,False,,171129,Diego Rico
